id,Τίτλος,Περιοδικό,DOI,Αναφορές
pub.1134044319,"Knowledge, attitudes, and perceptions of the Greek population regarding the COVID-19 pandemic during the national lockdown (March 23 - May 03, 2020): A web-based cross-sectional study",medRxiv,10.1101/2020.12.19.20248550,0
pub.1136419136,Antenatal depression and anxiety during the COVID-19 pandemic: a cross-sectional study in pregnant women from routine health care contact in Greece,Journal of Perinatal Medicine,10.1515/jpm-2020-0473,0
pub.1135379604,The Impact of COVID-19 on Consumer Behaviour: The Case of Greece,Strategic Innovative Marketing and Tourism in the COVID-19 Era,10.1007/978-3-030-66154-0_2,0
pub.1134141574,Evaluation of the 2020 EAN Virtual Congress: transition from a face‐to‐face to a virtual meeting,European Journal of Neurology,10.1111/ene.14702,0
pub.1137683277,Evidence for Above Cuff Vocalization in Patients With a Tracheostomy: A Systematic Review,The Laryngoscope,10.1002/lary.29591,0
pub.1137881890,"Factors related to depression, distress, and self-reported changes in anxiety, depression, and suicidal thoughts during the COVID-19 state of emergency in Latvia",Nordic Journal of Psychiatry,10.1080/08039488.2021.1919200,0
pub.1135535215,Continuing Cancer Therapy through the Pandemic While Protecting Our Patients: Results of the Implementation of Preventive Strategies in a Referral Oncology Unit,Cancers,10.3390/cancers13040763,0
pub.1138246583,"Transportation, the pathogen vector to rule them all: Evidence from the recent coronavirus pandemic",Journal of Transport & Health,10.1016/j.jth.2021.101087,0
pub.1134468338,A two-phase stochastic dynamic model for COVID-19 mid-term policy recommendations in Greece: a pathway towards mass vaccination,medRxiv,10.1101/2021.01.07.21249394,0
pub.1135715209,A superiority–inferiority hypothesis on disparagement humor: The role of disposition toward ridicule,Journal of Consumer Behaviour,10.1002/cb.1931,0
pub.1136558056,Effects of COVID-19 on the admissions of aneurysmal subarachnoid hemorrhage: the West Greece experience,Neurological Sciences,10.1007/s10072-021-05190-6,0
pub.1138196471,"European Network on Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (EUROMENE): Expert Consensus on the Diagnosis, Service Provision, and Care of People with ME/CFS in Europe",Medicina,10.3390/medicina57050510,0
pub.1135851625,"Quo vadis, European Space Weather community?",Journal of Space Weather and Space Climate,10.1051/swsc/2021009,0
pub.1133157139,Nurses’ burnout and associated risk factors during the COVID-19 pandemic: a systematic review and meta-analysis,medRxiv,10.1101/2020.11.24.20237750,0
pub.1138261953,Anti-inflammatory role of curcumin in retinal disorders (Review),Experimental and Therapeutic Medicine,10.3892/etm.2021.10222,0
pub.1136982826,"Activities, motivations and satisfaction of urban parks visitors: A structural equation modeling analysis",Economic Analysis and Policy,10.1016/j.eap.2021.04.005,0
pub.1135675890,Multidisciplinary care models for patients with lung cancer,Breathe,10.1183/20734735.0076-2020,0
pub.1138302586,Anti-viral treatment for SARS-CoV-2 infection: A race against time amidst the ongoing pandemic,Metabolism Open,10.1016/j.metop.2021.100096,0
pub.1135851920,"“Insurrection is not a spectacle”: experiencing and contesting touristification in Exarcheia, Athens",Urban Geography,10.1080/02723638.2021.1888521,0
pub.1136700633,Evaluation of the first pharmacy-led weight management programme in Greece,International Journal of Pharmacy Practice,10.1093/ijpp/riab015.056,0
pub.1132230276,COVID-19 and paediatric challenges: An interview with Professor of Paediatrics Vana Papaevangelou (University of Athens School of Medicine),Experimental and Therapeutic Medicine,10.3892/etm.2020.9426,0
pub.1135670070,The Experience of Greece as a Model to Contain COVID-19 Infection Spread,In Vivo,10.21873/invivo.12380,0
pub.1132520275,"Fighting with the Lernean Hydra: Greek Humanitarian Crisis Enters Worst-Case Scenario. Comment on: Joseph, L.; Ismail, S.A.; Gunst, M.; Jarman, K.; Prior, D.; Harris, M.; Abbara, A. A Qualitative Research Study Which Explores Humanitarian Stakeholders’ Views on Healthcare Access for Refugees in Greece. Int. J. Environ. Res. Public Health 2020, 17, 6972",International Journal of Environmental Research and Public Health,10.3390/ijerph17218253,0
pub.1137170662,A Case of SARS-CoV-2 Clinical Relapse after 4 Negative RT-PCR Tests in Greece: Recurrence or Reinfection?,Clinical Medicine Insights Case Reports,10.1177/11795476211009813,0
pub.1138289371,Patients with COVID-19: in the dark-NETs of neutrophils,Cell Death & Differentiation,10.1038/s41418-021-00805-z,0
pub.1131654448,EuGMS 2019 Congress report: evidence-based medicine in geriatrics,European Geriatric Medicine,10.1007/s41999-020-00416-w,0
pub.1129975336,SARS-CoV-2 and Stroke Characteristics: A Report from the Multinational COVID-19 Stroke Study Group,medRxiv,10.1101/2020.08.05.20169169,0
pub.1130469594,Preliminary Data of a Quantitative Point of Care Test for SARS-CoV-2 Antibodies From Greece,In Vivo,10.21873/invivo.12138,0
pub.1138149759,Prevalence and significance of mediastinal lymphadenopathy in patients with Severe Acute Respiratory Syndrome Corona Virus-2 infection.,European review for medical and pharmacological sciences,10.26355/eurrev_202105_25843,0
pub.1136818813,Economic Crisis Predictors Revisited in Preparation for the COVID-19 Aftermath,Advances in Longitudinal Data Methods in Applied Economic Research,10.1007/978-3-030-63970-9_28,0
pub.1136395314,Expert Opinion: A Call for Basal Insulin Titration in Patients with Type 2 Diabetes in Daily Practice: Southeast European Perspective,Diabetes Therapy,10.1007/s13300-021-01037-7,0
pub.1135717670,Gastrointestinal mucosal damage in patients with COVID-19 undergoing endoscopy: an international multicentre study,BMJ Open Gastroenterology,10.1136/bmjgast-2020-000578,0
pub.1137450509,The Epidemic Volatility Index: an early warning tool for epidemics,Authorea,10.22541/au.161918947.77588494/v1,0
pub.1135869778,Bidirectional link between diabetes mellitus and coronavirus disease 2019 leading to cardiovascular disease: A narrative review,World Journal of Diabetes,10.4239/wjd.v12.i3.215,0
pub.1132447091,The Impact of COVID-19 on the Life Quality of Ambulatory Patients With Chronic Skin Conditions,Journal of Ambulatory Care Management,10.1097/jac.0000000000000363,0
pub.1137001968,Evolving SARS-CoV-2 variants and mutational cascades,medRxiv,10.1101/2021.04.03.21254871,0
pub.1134741361,"COVID-19, Angiotensin-Converting Enzyme 2 and Renin-Angiotensin System Inhibition: Implications for Practice.",Current Hypertension Reviews,10.2174/1573402117666210121100201,0
pub.1137813483,Artificial Intelligence in clinical care amidst COVID-19 Pandemic: A Systematic Review,Computational and Structural Biotechnology Journal,10.1016/j.csbj.2021.05.010,0
pub.1134464370,"1H,13C and 15N chemical shift assignments of the SUD domains of SARS-CoV-2 non-structural protein 3c: “The SUD-M and SUD-C domains”",Biomolecular NMR Assignments,10.1007/s12104-020-10000-9,0
pub.1136532833,Determinants of compliance to the facemask directive in Greece: A population study,PLOS ONE,10.1371/journal.pone.0248929,0
pub.1138361229,The Impact of Social Distancing Measures Due to COVID-19 Pandemic on Sexual Function and Relationship Quality of Couples in Greece,Sexual Medicine,10.1016/j.esxm.2021.100364,0
pub.1130558239,Estimating the Fiscal Consequences of National Immunization Programs Using a “Government Perspective” Public Economic Framework,Vaccines,10.3390/vaccines8030495,0
pub.1135079967,A bulletin from Greece: a health system under the pressure of the second COVID-19 wave,Pathogens and Global Health,10.1080/20477724.2021.1881372,0
pub.1137806187,Non-communicable Diseases in the Era of Precision Medicine: An Overview of the Causing Factors and Prospects,Bio#Futures,10.1007/978-3-030-64969-2_13,0
pub.1135642938,Estimating the COVID-19 spread through real-time population mobility patterns: surveillance in Low- and Middle- income countries.,Journal of Medical Internet Research,10.2196/22999,0
pub.1137395489,Costs associated with COVID-19 in healthcare personnel in Greece: a cost-of-illness analysis,Journal of Hospital Infection,10.1016/j.jhin.2021.04.018,0
pub.1135080097,Association of systemic lupus erythematosus with hearing loss: a systemic review and meta-analysis,Rheumatology International,10.1007/s00296-021-04788-5,0
pub.1135003891,Impact of the COVID-19 Pandemic on Dermatology Practice Worldwide: Results of a Survey Promoted by the International Dermoscopy Society (IDS).,Dermatology Practical & Conceptual,10.5826/dpc.1101a153,0
pub.1137953359,PM2.5 Pollution Strongly Predicted COVID-19 Incidence in Four High-Polluted Urbanized Italian Cities during the Pre-Lockdown and Lockdown Periods,International Journal of Environmental Research and Public Health,10.3390/ijerph18105088,0
pub.1132635439,"Awareness, knowledge and trust in the Greek authorities towards COVID-19 pandemic: results from the Epirus Health Study cohort",medRxiv,10.1101/2020.11.10.20229146,0
pub.1136688428,Ixazomib-lenalidomide-dexamethasone in routine clinical practice: effectiveness in relapsed/refractory multiple myeloma,Future Oncology,10.2217/fon-2020-1225,0
pub.1132392621,A preliminary study of coronavirus disease 2019 in China: the impact of cardiovascular disease on death risk.,Archives of Medical Science - Atherosclerotic Diseases,10.5114/amsad.2020.98918,0
pub.1136815410,The rollercoaster of paclitaxel in the lower limbs and skeletons in the closet: An opinion review,Journal of Vascular and Interventional Radiology,10.1016/j.jvir.2021.03.537,0
pub.1133488049,Targeting complement components C3 and C5 for the retina: Key concepts and lingering questions,Progress in Retinal and Eye Research,10.1016/j.preteyeres.2020.100936,0
pub.1137163643,A Patient-Oriented App (ThessHF) to Improve Self-Care Quality in Heart Failure: From Evidence-Based Design to Pilot Study,JMIR mHealth and uHealth,10.2196/24271,0
pub.1137375750,Effect of anakinra on mortality in COVID-19: a patient level meta-analysis,medRxiv,10.1101/2021.04.13.21255411,0
pub.1138397908,Analyzing Acute Care Surgery Patient Flow in the Emergency Department During COVID-19 Pandemic.,Public Health and Informatics,10.3233/shti210229,0
pub.1136723759,"IL-18 and Lower Risk for Lung Cancer: Triangulated Evidence from Germline Predictions, Pre-Diagnostic Measurements, and Tumor Expression",medRxiv,10.1101/2021.03.26.21254400,0
pub.1137163407,Pericarditis as the Main Clinical Manifestation of COVID-19 in Adolescents.,The Pediatric Infectious Disease Journal,10.1097/inf.0000000000003096,0
pub.1137840639,The effect of the COVID pandemic lockdown measures on surgical emergencies: experience and lessons learned from a Greek tertiary hospital,World Journal of Emergency Surgery,10.1186/s13017-021-00364-1,0
pub.1137618680,Identification of Silkworm Hemocyte Subsets and Analysis of Their Response to Baculovirus Infection Based on Single-Cell RNA Sequencing,Frontiers in Immunology,10.3389/fimmu.2021.645359,0
pub.1134285724,630. A 5-mRNA host response whole-blood classifier trained using patients with non-COVID-19 viral infections accurately predicts severity of COVID-19,Open Forum Infectious Diseases,10.1093/ofid/ofaa439.824,0
pub.1131931646,"The relationship between cardiac injury, inflammation and coagulation in predicting COVID-19 outcome",Research Square,10.21203/rs.3.rs-94327/v1,0
pub.1137549585,COVID-19 and thyroid diseases: a bidirectional impact,Journal of the Endocrine Society,10.1210/jendso/bvab076,0
pub.1137456633,Cytomegalovirus pneumonia in an immunocompetent host with primary ciliary dyskinesia: A case report,Monaldi Archives for Chest Disease,10.4081/monaldi.2021.1638,0
pub.1137331586,Impact of Ribosome Activity on SARS-CoV-2 LNP – Based mRNA Vaccines,Frontiers in Molecular Biosciences,10.3389/fmolb.2021.654866,0
pub.1134285632,521. Similarities and Differences in Transcriptomic Host Response between SARS-CoV-2 and Other Viral Infections,Open Forum Infectious Diseases,10.1093/ofid/ofaa439.715,0
pub.1137484145,"False-positive and false-negative COVID-19 cases: respiratory prevention and management strategies, vaccination, and further perspectives",Expert Review of Respiratory Medicine,10.1080/17476348.2021.1917389,0
pub.1138092228,Biological Effect of Silver-modified Nanostructured Titanium Dioxide in Cancer,Cancer Genomics & Proteomics,10.21873/cgp.20269,0
pub.1137501642,Monoclonal antibody therapy in COVID-19.,Journal of Biological Regulators and Homeostatic Agents,10.23812/conti_edit_35_2_1,0
