country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-14,4,46,71,9,-15,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-15,8,48,72,13,-13,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-16,11,43,102,9,-15,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-17,3,43,85,17,-13,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-18,8,47,112,40,-18,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-19,16,48,199,83,-14,-9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-20,25,100,267,53,-20,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-21,19,-6,259,98,-59,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-22,11,49,108,34,-16,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-23,11,41,132,20,-16,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-24,14,44,130,28,-14,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-25,10,45,130,22,-18,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-26,7,35,175,51,-13,-9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-27,7,83,200,70,-17,-12
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-28,19,43,149,30,-18,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-29,17,43,127,23,-17,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-30,18,44,161,33,-16,-9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-01,18,46,152,37,-17,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-02,17,56,156,45,-20,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-03,16,46,199,76,-13,-9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-04,17,105,234,106,-14,-12
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-05,29,56,189,59,-19,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-06,28,56,176,48,-17,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-07,28,53,207,51,-19,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-08,31,55,200,62,-15,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-09,23,56,186,76,-20,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-10,19,45,230,115,-13,-10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-11,22,133,245,135,-10,-12
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-12,33,56,228,92,-20,-9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-13,31,58,207,75,-19,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-14,33,54,232,75,-20,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-15,36,58,227,89,-16,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-16,27,56,215,83,-21,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-17,24,47,258,121,-15,-10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-18,22,114,264,135,-14,-11
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-19,41,63,240,97,-21,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-20,41,60,230,86,-20,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-21,39,57,253,86,-20,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-22,42,59,247,100,-16,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-23,30,60,229,93,-21,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-24,27,51,256,141,-14,-9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-25,33,129,281,152,-11,-12
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-26,50,64,283,114,-23,-9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-27,47,67,261,101,-20,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-28,44,61,287,95,-20,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-29,48,66,283,100,-18,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-30,33,65,248,92,-22,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-07-31,29,54,277,151,-16,-10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-01,33,132,308,162,-13,-11
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-02,51,73,316,110,-27,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-03,48,71,293,99,-26,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-04,52,71,331,112,-25,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-05,55,73,315,137,-22,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-06,36,68,254,111,-27,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-07,27,53,252,175,-15,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-08,35,147,283,187,-11,-9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-09,67,83,348,141,-31,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-10,64,80,336,127,-31,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-11,65,78,375,124,-32,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-12,72,87,371,146,-30,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-13,55,87,338,123,-35,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-14,47,80,321,181,-23,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-15,58,134,336,145,-19,-11
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-16,82,72,437,171,-40,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-17,79,81,403,153,-36,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-18,76,78,439,151,-32,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-19,75,80,383,146,-29,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-20,55,71,326,122,-32,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-21,43,55,298,182,-15,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-22,48,142,289,192,-3,-10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-23,64,74,304,131,-22,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-24,59,69,271,117,-20,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-25,58,70,304,119,-20,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-26,51,73,267,110,-17,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-27,44,67,229,100,-20,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-28,34,48,231,134,-7,-8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-29,30,106,225,148,3,-9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-30,48,64,203,104,-14,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-08-31,42,64,168,87,-12,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-01,39,60,183,80,-11,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-02,39,61,164,75,-8,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-03,28,56,148,69,-13,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-04,24,45,156,105,-2,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-05,14,90,137,116,3,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-06,33,63,131,77,-12,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-07,27,58,103,62,-11,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-08,15,56,77,58,-13,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-09,28,62,100,71,-9,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-10,28,59,115,65,-11,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-11,26,48,145,91,-1,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-12,16,90,119,105,3,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-13,37,67,126,51,-13,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-14,30,60,107,53,-10,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-15,27,58,127,55,-11,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-16,25,56,117,53,-8,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-17,20,51,105,52,-14,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-18,16,43,124,63,-3,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-19,13,83,128,79,0,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-20,22,57,110,48,-11,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-21,19,58,92,42,-9,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-22,15,49,86,46,-7,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-23,16,53,83,47,-5,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-24,14,54,86,45,-9,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-25,11,45,96,58,-3,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-26,8,77,104,67,1,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-27,15,56,87,42,-8,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-28,10,50,61,35,-9,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-29,8,53,63,40,-10,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-09-30,13,59,63,46,-5,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-01,6,55,46,37,-10,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-02,2,46,58,44,-8,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-03,0,69,68,58,-7,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-04,11,55,62,31,-10,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-05,11,51,59,26,-11,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-06,9,46,66,26,-12,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-07,2,48,38,29,-8,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-08,-8,43,16,15,-14,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-09,-9,41,24,17,-12,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-10,-18,52,28,30,-15,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-11,7,50,46,25,-15,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-12,4,48,35,15,-11,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-13,5,48,50,21,-11,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-14,-11,40,10,5,-11,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-15,-13,40,3,-5,-17,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-16,-6,40,35,17,-11,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-17,-13,56,40,33,-14,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-18,2,45,45,20,-15,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-19,2,46,38,14,-11,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-20,3,44,54,15,-12,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-21,5,47,52,19,-8,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-22,0,45,44,16,-13,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-23,-1,39,59,25,-11,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-24,-16,57,31,23,-15,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-25,1,56,34,13,-13,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-26,9,52,42,20,-12,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-27,19,80,73,54,-14,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-28,19,-39,132,39,-63,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-29,12,80,75,15,-18,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-30,2,52,66,19,-15,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-10-31,-7,73,50,95,-17,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-01,5,60,46,25,-12,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-02,0,55,28,14,-11,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-03,4,51,57,12,-12,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-04,5,52,50,20,-9,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-05,-2,52,41,13,-14,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-06,-10,47,49,13,-14,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-07,-5,99,67,35,-15,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-08,-1,57,49,14,-14,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-09,-5,51,32,10,-13,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-10,-9,51,32,0,-14,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-11,-5,53,31,8,-11,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-12,-9,51,26,10,-15,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-13,-12,42,39,17,-17,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-14,-23,60,37,22,-24,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-15,-8,59,22,9,-15,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-16,-21,58,24,14,-19,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-17,-3,51,35,6,-18,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-18,-4,55,35,13,-10,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-19,-10,49,16,2,-15,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-20,-13,41,34,8,-16,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-21,-15,62,53,30,-22,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-22,-7,50,29,13,-14,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-23,-10,44,10,4,-13,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-24,-9,49,20,2,-14,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-25,-1,57,32,14,-10,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-26,-10,49,10,1,-16,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-27,-13,46,21,-2,-16,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-11-28,-22,58,28,16,-24,2
